Customer_ID,Customer_Name,Gender,Age,State,Signup_Date,Loyalty_Segment
CUST113,Customer_288,Male,48,Kuala Lumpur,2023-02-05,Regular
CUST2,Customer_289,Female,44,Penang,2023-09-21,New
CUST642,Customer_290,Female,53,Sarawak,2022-06-30,New
CUST220,Customer_291,Female,38,Sabah,2022-07-11,New
CUST1590,Customer_292,Female,22,Kuala Lumpur,2022-05-11,VIP
CUST855,Customer_293,Male,28,Perak,2023-02-13,New
CUST1760,Customer_294,Female,51,Selangor,2023-02-18,New
CUST385,Customer_296,Male,20,Selangor,2022-11-30,VIP
CUST1427,Customer_297,Female,23,Penang,2022-05-31,Regular
CUST1662,Customer_298,Female,37,Kuala Lumpur,2023-11-21,New
CUST1154,Customer_299,Female,21,Johor,2022-04-24,VIP
CUST1708,Customer_301,Female,56,Penang,2023-08-27,New
CUST1734,Customer_304,Female,55,Sarawak,2022-07-08,New
CUST1440,Customer_305,Male,53,Pahang,2022-08-18,VIP
CUST247,Customer_306,Female,51,Negeri Sembilan,2022-10-22,VIP
CUST836,Customer_307,Male,23,Melaka,2023-06-01,New
CUST1463,Customer_308,Female,56,Sabah,2022-03-15,VIP
CUST203,Customer_309,Male,19,Negeri Sembilan,2022-01-30,VIP
CUST1208,Customer_310,Male,35,Melaka,2022-12-02,Regular
CUST123,Customer_311,Female,59,Johor,2022-09-24,Regular
CUST401,Customer_312,Female,44,Kuala Lumpur,2023-10-05,Regular
CUST294,Customer_314,Female,58,Sabah,2023-03-04,Regular
CUST280,Customer_315,Male,36,Pahang,2023-07-20,New
CUST1861,Customer_316,Male,49,Melaka,2023-10-03,New
CUST884,Customer_317,Male,41,Melaka,2022-01-13,New
CUST1634,Customer_318,Male,51,Johor,2023-07-29,New
CUST198,Customer_319,Male,42,Pahang,2022-11-08,New
CUST982,Customer_320,Female,41,Perak,2022-10-22,Regular
CUST1931,Customer_321,Male,42,Selangor,2022-03-08,New
CUST1535,Customer_322,Female,29,Negeri Sembilan,2023-09-12,New
CUST752,Customer_323,Female,47,Sarawak,2023-03-01,New
CUST144,Customer_324,Male,23,Selangor,2022-03-31,New
CUST609,Customer_325,Female,47,Pahang,2023-01-30,New
CUST1225,Customer_326,Male,50,Pahang,2023-03-30,Regular
CUST1148,Customer_327,Female,32,Penang,2023-08-11,Regular
CUST187,Customer_328,Female,46,Negeri Sembilan,2023-09-22,Regular
CUST1350,Customer_329,Male,31,Selangor,2023-08-21,Regular
CUST464,Customer_330,Male,42,Sabah,2023-11-09,New
CUST1373,Customer_331,Female,22,Perak,2023-06-08,VIP
CUST1795,Customer_332,Female,19,Johor,2023-02-24,Regular
CUST660,Customer_333,Female,33,Selangor,2022-09-30,New
CUST955,Customer_335,Male,55,Selangor,2023-11-03,Regular
CUST403,Customer_337,Male,48,Kuala Lumpur,2023-12-08,New
CUST1987,Customer_339,Female,23,Selangor,2023-09-18,Regular
CUST147,Customer_341,Female,23,Selangor,2022-04-15,New
CUST1172,Customer_342,Female,53,Selangor,2022-02-12,Regular
CUST1735,Customer_344,Male,46,Melaka,2022-10-02,Regular
CUST1844,Customer_345,Female,26,Selangor,2022-04-07,VIP
CUST489,Customer_346,Female,39,Sarawak,2022-01-15,Regular
CUST929,Customer_347,Male,27,Melaka,2022-11-05,Regular
CUST1960,Customer_348,Female,41,Kuala Lumpur,2022-08-17,VIP
CUST551,Customer_350,Male,19,Kuala Lumpur,2023-10-07,New
CUST641,Customer_353,Female,50,Perak,2023-09-16,New
CUST1803,Customer_354,Female,31,Melaka,2023-11-14,New
CUST473,Customer_356,Female,54,Pahang,2023-02-09,Regular
CUST1970,Customer_357,Male,41,Kuala Lumpur,2023-12-10,Regular
CUST151,Customer_358,Female,58,Selangor,2023-02-01,VIP
CUST1439,Customer_359,Female,37,Johor,2022-09-15,VIP
CUST1322,Customer_360,Female,23,Kuala Lumpur,2022-12-30,New
CUST1635,Customer_361,Female,50,Pahang,2022-05-14,Regular
CUST263,Customer_362,Male,45,Sarawak,2022-04-03,VIP
CUST1788,Customer_363,Female,28,Perak,2023-10-25,New
CUST346,Customer_365,Female,37,Selangor,2022-11-26,VIP
CUST624,Customer_366,Female,23,Kuala Lumpur,2023-04-13,Regular
CUST1596,Customer_368,Male,36,Sarawak,2023-11-07,New
CUST881,Customer_369,Female,32,Selangor,2023-06-06,Regular
CUST897,Customer_371,Female,19,Kuala Lumpur,2023-01-26,New
CUST1328,Customer_372,Male,45,Kuala Lumpur,2023-07-16,Regular
CUST254,Customer_373,Male,53,Negeri Sembilan,2022-03-27,Regular
CUST1676,Customer_374,Male,53,Melaka,2022-02-15,Regular
CUST453,Customer_375,Male,35,Pahang,2023-05-28,VIP
CUST1061,Customer_376,Female,29,Johor,2022-12-11,New
CUST1015,Customer_378,Male,43,Negeri Sembilan,2022-09-05,Regular
CUST9,Customer_379,Male,42,Johor,2022-02-22,VIP
CUST1123,Customer_381,Female,32,Melaka,2022-04-23,Regular
CUST1683,Customer_382,Female,27,Perak,2023-02-20,Regular
CUST208,Customer_384,Female,51,Sarawak,2022-01-14,Regular
CUST404,Customer_386,Male,33,Penang,2022-10-25,VIP
CUST152,Customer_387,Female,57,Sarawak,2023-02-17,Regular
CUST54,Customer_388,Male,48,Melaka,2022-10-15,Regular
CUST1144,Customer_389,Male,18,Johor,2022-01-11,Regular
CUST1697,Customer_390,Male,40,Sabah,2022-06-05,New
CUST1944,Customer_391,Female,31,Pahang,2023-03-29,Regular
CUST587,Customer_393,Male,47,Melaka,2022-02-21,New
CUST1992,Customer_395,Male,37,Sarawak,2022-06-28,New
CUST1444,Customer_396,Female,42,Perak,2023-10-09,New
CUST1446,Customer_397,Male,28,Sarawak,2023-07-08,New
CUST104,Customer_398,Male,43,Sabah,2023-09-15,New
CUST1876,Customer_399,Female,38,Perak,2022-08-01,New
CUST1251,Customer_401,Female,24,Pahang,2022-01-11,Regular
CUST1136,Customer_402,Male,29,Kuala Lumpur,2022-11-19,Regular
CUST510,Customer_403,Male,19,Penang,2022-01-30,New
CUST153,Customer_406,Female,49,Kuala Lumpur,2023-12-22,New
CUST1885,Customer_407,Male,22,Selangor,2022-01-23,Regular
CUST914,Customer_408,Female,44,Negeri Sembilan,2022-12-07,New
CUST1920,Customer_409,Female,48,Pahang,2023-06-01,Regular
CUST878,Customer_410,Female,29,Perak,2022-09-13,New
CUST1730,Customer_412,Male,38,Melaka,2023-06-11,Regular
CUST822,Customer_413,Male,36,Sarawak,2023-09-14,Regular
CUST1187,Customer_414,Male,20,Sabah,2023-05-29,Regular
CUST1744,Customer_415,Male,34,Johor,2023-11-25,New
CUST957,Customer_416,Male,47,Pahang,2022-07-31,New
CUST1705,Customer_417,Female,53,Pahang,2023-01-17,Regular
CUST161,Customer_418,Male,26,Sarawak,2022-02-10,New
CUST1604,Customer_419,Male,51,Sarawak,2022-10-30,New
CUST801,Customer_420,Female,46,Selangor,2022-05-06,New
CUST1301,Customer_422,Female,26,Johor,2023-04-22,New
CUST1940,Customer_424,Female,28,Negeri Sembilan,2023-06-22,Regular
CUST1528,Customer_425,Female,36,Kuala Lumpur,2023-06-16,New
CUST1416,Customer_427,Female,39,Johor,2023-07-09,New
CUST1159,Customer_428,Male,33,Johor,2023-11-11,New
CUST1219,Customer_429,Female,34,Penang,2023-06-14,New
CUST640,Customer_431,Male,24,Johor,2022-03-20,Regular
CUST688,Customer_433,Male,21,Selangor,2023-04-18,Regular
CUST1907,Customer_436,Male,47,Negeri Sembilan,2023-09-06,VIP
CUST470,Customer_437,Female,20,Selangor,2023-05-31,Regular
CUST1399,Customer_438,Male,42,Negeri Sembilan,2023-11-14,New
CUST1046,Customer_439,Male,51,Sabah,2023-09-06,New
CUST750,Customer_440,Female,50,Melaka,2022-09-05,Regular
CUST1694,Customer_441,Male,48,Melaka,2023-09-21,VIP
CUST38,Customer_442,Female,41,Melaka,2022-11-18,Regular
CUST230,Customer_443,Male,55,Melaka,2023-03-22,New
CUST1389,Customer_444,Male,21,Selangor,2023-08-18,New
CUST438,Customer_446,Female,42,Sarawak,2022-06-28,Regular
CUST1800,Customer_447,Male,54,Negeri Sembilan,2022-07-11,Regular
CUST27,Customer_449,Male,34,Melaka,2023-09-28,Regular
CUST226,Customer_450,Male,24,Perak,2022-01-11,New
CUST798,Customer_452,Male,18,Negeri Sembilan,2023-02-21,Regular
CUST1633,Customer_453,Female,23,Sarawak,2023-08-01,Regular
CUST284,Customer_454,Female,56,Pahang,2023-01-20,Regular
CUST960,Customer_456,Female,38,Negeri Sembilan,2022-03-18,New
CUST1505,Customer_457,Female,20,Perak,2023-10-29,New
CUST1020,Customer_459,Female,45,Selangor,2022-08-09,Regular
CUST1853,Customer_460,Male,19,Selangor,2022-06-22,Regular
CUST659,Customer_462,Male,49,Kuala Lumpur,2023-08-19,Regular
CUST1540,Customer_463,Female,29,Perak,2022-10-27,New
CUST547,Customer_464,Male,18,Negeri Sembilan,2023-07-11,Regular
CUST1073,Customer_466,Female,46,Melaka,2023-11-12,New
CUST1536,Customer_467,Female,26,Perak,2023-03-12,Regular
CUST17,Customer_468,Male,35,Penang,2022-01-17,New
CUST1196,Customer_469,Female,53,Sabah,2022-02-19,New
CUST1244,Customer_470,Female,33,Melaka,2023-05-19,Regular
CUST158,Customer_471,Male,52,Sabah,2023-11-12,VIP
CUST477,Customer_472,Male,53,Sarawak,2023-03-08,New
CUST1070,Customer_473,Male,21,Sarawak,2022-06-11,Regular
CUST518,Customer_475,Male,52,Negeri Sembilan,2022-01-02,Regular
CUST1916,Customer_477,Female,23,Selangor,2022-07-03,Regular
CUST497,Customer_482,Female,53,Selangor,2023-05-10,Regular
CUST302,Customer_483,Female,19,Johor,2022-02-06,VIP
CUST181,Customer_484,Male,54,Perak,2023-06-17,Regular
CUST607,Customer_485,Male,32,Johor,2022-10-01,New
CUST993,Customer_488,Female,23,Pahang,2023-08-24,New
CUST1140,Customer_489,Female,50,Penang,2022-07-27,New
CUST191,Customer_490,Female,22,Sarawak,2022-04-19,Regular
CUST981,Customer_492,Female,45,Kuala Lumpur,2023-12-01,New
CUST928,Customer_493,Male,38,Melaka,2023-11-17,Regular
CUST1280,Customer_495,Male,45,Kuala Lumpur,2022-08-02,New
CUST1347,Customer_496,Female,28,Sarawak,2023-11-15,VIP
CUST128,Customer_497,Male,39,Melaka,2023-10-14,VIP
CUST18,Customer_498,Male,51,Pahang,2022-11-16,New
CUST1817,Customer_499,Female,54,Penang,2023-04-19,Regular
CUST1759,Customer_500,Female,58,Sabah,2023-10-30,Regular
CUST570,Customer_502,Male,32,Kuala Lumpur,2023-09-07,New
